file_path,segment_idx,emotion_label,narrative_tone,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_13_mean,delta_mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,rms_mean,rms_std,pitch_mean,pitch_std,duration,tempo
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-01-01.wav,0,neutral,calm_description,-417.86358642578125,183.03045654296875,54.89004135131836,72.1684799194336,0.6634657979011536,19.19580078125,12.435787200927734,20.930753707885742,7.733951568603516,17.339309692382812,0.5307506918907166,13.761338233947754,-3.216630697250366,10.853388786315918,-3.1593942642211914,11.505455017089844,-10.977550506591797,17.01981544494629,-2.848710536956787,8.865099906921387,0.8152977824211121,8.66975212097168,-3.0370662212371826,9.678136825561523,1.9554481506347656,9.780214309692383,-0.0025372272357344627,14.1023530960083,-0.0035840014461427927,7.000312805175781,-0.0035727573558688164,3.183713674545288,-0.0035540866665542126,3.34232497215271,-0.0035280080046504736,3.7625701427459717,-0.0034946694504469633,2.7891411781311035,-0.003454088233411312,1.9996041059494019,-0.0034064380452036858,2.087554931640625,-0.003351878374814987,1.576546549797058,-0.0032904965337365866,1.376136302947998,-0.0032226189505308867,2.0032315254211426,-0.0031483157072216272,1.591416597366333,-0.003067860146984458,1.841194987297058,0.655044674873352,0.2964402735233307,0.6107409000396729,0.2912878692150116,0.5685786604881287,0.3286460041999817,0.5723116397857666,0.30066969990730286,0.5553723573684692,0.2891846001148224,0.5292928218841553,0.2856634855270386,0.5870645046234131,0.302491158246994,0.6383549571037292,0.29004591703414917,0.6429178714752197,0.2755071818828583,0.6064221858978271,0.262522429227829,0.6101092100143433,0.29628995060920715,0.6040384769439697,0.2947129011154175,3470.937688973971,1732.3158505230494,6330.3852641499125,3002.907459976631,2628.243578732336,746.3996705790762,0.38217397836538464,0.2734544395101719,0.03894752636551857,0.05677485838532448,319.2995114754162,440.13214687314144,3.3033106575963718,80.74951171875
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-02-01.wav,0,neutral,calm_description,-426.7132873535156,185.05029296875,55.36389923095703,66.3084945678711,-1.5483193397521973,19.290407180786133,16.038305282592773,19.345298767089844,8.81881046295166,17.269622802734375,-0.14658641815185547,12.096330642700195,-1.3733919858932495,10.994114875793457,-5.293179988861084,11.992073059082031,-11.623183250427246,17.111732482910156,-1.3482838869094849,8.362707138061523,0.8437144756317139,9.127845764160156,-2.641278028488159,9.430248260498047,1.017249584197998,9.277676582336426,0.003857082687318325,14.136676788330078,0.005429161712527275,6.212553977966309,0.0053490931168198586,3.628762722015381,0.005218836944550276,2.8649420738220215,0.005042725242674351,3.948777675628662,0.004826651886105537,2.269700288772583,0.004577603656798601,2.1734702587127686,0.00430344557389617,1.8307743072509766,0.004012425895780325,1.687095046043396,0.0037129123229533434,1.562245488166809,0.0034127235412597656,2.069500684738159,0.0031190216541290283,1.5451699495315552,0.0028378665447235107,1.7893316745758057,0.598462700843811,0.29795506596565247,0.6235729455947876,0.28943654894828796,0.5869404673576355,0.3042032718658447,0.5343608856201172,0.32001981139183044,0.5340768098831177,0.3015297055244446,0.5540822148323059,0.29954442381858826,0.4952446222305298,0.2758113741874695,0.5469143390655518,0.29159435629844666,0.5820278525352478,0.27348628640174866,0.6303772926330566,0.29387423396110535,0.628025233745575,0.29596376419067383,0.6219304203987122,0.29781410098075867,3264.835345496387,1519.0706398846885,6237.152099609375,2843.9429631697367,2675.8361156472843,719.3312147370981,0.3902655707465278,0.2792122392448052,0.03628787398338318,0.05289975926280022,338.6968770698127,528.7066550973918,3.336689342403628,161.4990234375
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-01-01.wav,0,neutral,calm_description,-446.97760009765625,190.3361358642578,58.024658203125,72.18482208251953,0.15946397185325623,21.65152359008789,13.624650001525879,19.52552604675293,5.374112129211426,16.699016571044922,1.162335991859436,14.55636215209961,-2.083360195159912,9.84761905670166,-5.382584571838379,13.118762016296387,-10.332822799682617,16.66212272644043,-3.662081241607666,9.160270690917969,0.5606006383895874,9.703083038330078,-2.838225841522217,8.179121971130371,1.834784984588623,9.952105522155762,-0.017162783071398735,16.16014862060547,-0.023991936817765236,9.056685447692871,-0.023196659982204437,4.642691612243652,-0.02198028564453125,2.662081003189087,-0.02043142355978489,3.0994515419006348,-0.018588492646813393,2.9821605682373047,-0.016449827700853348,1.8694690465927124,-0.0140276700258255,1.937788963317871,-0.011400087736546993,1.80552077293396,-0.0087168263271451,1.6176203489303589,-0.00614883890375495,2.1046459674835205,-0.0038220155984163284,1.4322314262390137,-0.0017841961234807968,2.0095930099487305,0.63568514585495,0.27241694927215576,0.6447057127952576,0.2679404020309448,0.581213116645813,0.279183954000473,0.5954985022544861,0.29972633719444275,0.5853208303451538,0.28154873847961426,0.5324217677116394,0.30701056122779846,0.5213797092437744,0.3141734302043915,0.5799568295478821,0.28810638189315796,0.6394369006156921,0.2776520550251007,0.6400139927864075,0.31948330998420715,0.5635219812393188,0.3196757733821869,0.5635117292404175,0.3120554983615875,3233.896121799289,1558.605743293098,6180.487450132979,2897.4805389116714,2633.346042524264,774.9454757097603,0.4074585826684397,0.2936743703900197,0.033855728805065155,0.0509076826274395,384.56538959648003,565.5451829199301,3.2699319727891156,80.74951171875
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-02-01.wav,0,neutral,calm_description,-445.537109375,184.5650634765625,55.87942123413086,66.48815155029297,2.783262014389038,20.10076904296875,13.252022743225098,20.778818130493164,6.989667892456055,16.5270938873291,2.9812734127044678,12.170571327209473,-1.5860297679901123,8.940961837768555,-6.961660861968994,14.407002449035645,-10.348489761352539,14.485897064208984,-3.270768642425537,8.596280097961426,1.1761654615402222,8.642620086669922,-1.4986563920974731,8.127197265625,0.5515491366386414,7.3793206214904785,-0.07447002083063126,16.834152221679688,-0.05443199723958969,8.240756034851074,0.017542943358421326,4.314013481140137,0.016333363950252533,3.050474166870117,-0.022307096049189568,2.8997888565063477,-0.018985407426953316,2.660344362258911,0.03656242415308952,1.6540969610214233,0.07020658254623413,2.2148735523223877,0.03147679939866066,1.8542524576187134,-0.011677066795527935,1.5751757621765137,0.0035597668029367924,1.734059453010559,0.028404729440808296,1.4107578992843628,0.014085087925195694,1.4276667833328247,0.6236439943313599,0.2736019194126129,0.5764288306236267,0.2756178379058838,0.5180519223213196,0.30772027373313904,0.5232118368148804,0.28352493047714233,0.5916836261749268,0.29984748363494873,0.5902674198150635,0.2922302782535553,0.5360366702079773,0.261939138174057,0.5876880288124084,0.2508322298526764,0.6098044514656067,0.25635915994644165,0.5587801933288574,0.26217642426490784,0.5664955973625183,0.2964037358760834,0.5914735198020935,0.2907809019088745,3114.6553057351557,1433.8260076126508,6165.490455348996,2756.7311860510904,2675.402303977429,710.1202343547925,0.4024898779653285,0.2816198311448577,0.029964037239551544,0.046973563730716705,295.13934759752385,489.4600904551142,3.1698412698412697,64.599609375
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-01-01.wav,0,calm,calm_description,-402.5320739746094,182.82188415527344,62.35503387451172,68.40422821044922,3.1211819648742676,22.141096115112305,15.06467056274414,20.880311965942383,8.132433891296387,18.506633758544922,1.9270845651626587,12.202987670898438,-3.274656295776367,12.599708557128906,-3.761791467666626,10.263983726501465,-9.750298500061035,13.529635429382324,-4.853836536407471,9.228116989135742,0.9963155388832092,11.612595558166504,-3.1160693168640137,8.898348808288574,0.5463204979896545,7.958458423614502,-0.0675738975405693,14.611138343811035,-0.09434404224157333,7.779519557952881,-0.09106574952602386,4.745848655700684,-0.08656411617994308,3.298919677734375,-0.08150225132703781,3.8274455070495605,-0.07597162574529648,2.323634624481201,-0.06965619325637817,2.112318754196167,-0.062364283949136734,1.8648440837860107,-0.05440846085548401,1.7589458227157593,-0.046482447534799576,1.5868581533432007,-0.03917781263589859,2.5079004764556885,-0.032621730118989944,1.5029057264328003,-0.0265782680362463,1.636281967163086,0.5150244832038879,0.32018497586250305,0.5645783543586731,0.3063826858997345,0.5858784317970276,0.31037449836730957,0.5540355443954468,0.32751229405403137,0.5314376950263977,0.30076655745506287,0.5373436212539673,0.30074620246887207,0.5012462139129639,0.2723260521888733,0.553442120552063,0.28428924083709717,0.5747160315513611,0.28632012009620667,0.6175553798675537,0.29168322682380676,0.6530018448829651,0.2962155044078827,0.5507597923278809,0.3037446439266205,3226.4980098111982,1626.066314557735,6070.041073069853,3011.0672299353305,2629.6985296886946,744.0384271306295,0.3680172589869281,0.2840991407973642,0.04495256394147873,0.0663524717092514,409.7318638640931,585.6182179630189,3.53687074829932,117.45383522727273
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-02-01.wav,0,calm,calm_description,-402.6002197265625,169.38003540039062,66.73645782470703,73.04415893554688,2.2534892559051514,22.74355125427246,11.169915199279785,19.89169692993164,9.742077827453613,18.055927276611328,1.0580921173095703,10.8750581741333,-4.426185607910156,12.005171775817871,-4.683614730834961,9.763992309570312,-8.313273429870605,12.493773460388184,-4.813666343688965,9.619911193847656,1.7525568008422852,9.512517929077148,-2.376542091369629,8.57319450378418,-0.20691925287246704,8.167938232421875,0.003497784025967121,15.344232559204102,0.004925948102027178,8.085803985595703,0.00486311549320817,5.427178859710693,0.004759091418236494,3.237553119659424,0.004614756442606449,3.675661325454712,0.004431565757840872,2.392528772354126,0.004211124032735825,1.9244580268859863,0.003955581225454807,1.468186616897583,0.0036673301365226507,1.8421345949172974,0.0033492185175418854,1.791198968887329,0.0030042696744203568,2.1263227462768555,0.0026359648909419775,1.5537256002426147,0.0022479540202766657,1.622394323348999,0.586109459400177,0.33926600217819214,0.5739954710006714,0.32691895961761475,0.6126437783241272,0.3216931223869324,0.6442676186561584,0.28254833817481995,0.5618523359298706,0.2945139706134796,0.5712454915046692,0.2987588942050934,0.6202612519264221,0.2758067846298218,0.6233334541320801,0.25544387102127075,0.6001913547515869,0.2904953360557556,0.5804579257965088,0.29830095171928406,0.595990002155304,0.31929099559783936,0.5595585703849792,0.32754865288734436,3167.7904224384015,1737.5270170340862,5815.552227313702,3203.8186062460127,2569.832349723252,754.5639214384842,0.33644769130608976,0.2825726728952469,0.038941655308008194,0.05614842101931572,421.22040550651565,631.9375000257887,3.603628117913832,107.666015625
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-01-01.wav,0,calm,calm_description,-410.3544006347656,195.66146850585938,65.10820770263672,77.89735412597656,0.930367648601532,25.64301109313965,13.633628845214844,20.614906311035156,5.959596157073975,18.188308715820312,2.8950700759887695,14.160907745361328,-1.3418185710906982,9.612059593200684,-4.775753498077393,12.725713729858398,-8.671516418457031,14.762290954589844,-4.5529985427856445,10.12295913696289,1.970605492591858,11.67299747467041,-1.6276463270187378,8.155057907104492,1.4267258644104004,7.828589916229248,-0.004165548365563154,16.031566619873047,-0.00588180823251605,10.08637809753418,-0.005859438329935074,5.6226019859313965,-0.005822112318128347,3.0376532077789307,-0.005770298186689615,3.2716305255889893,-0.005704197566956282,2.935804843902588,-0.005624228157103062,1.9492465257644653,-0.005530881695449352,2.173090696334839,-0.005424638278782368,2.237602472305298,-0.005306180566549301,1.8287389278411865,-0.005176262930035591,2.1967811584472656,-0.005035514011979103,1.4922635555267334,-0.004884833469986916,1.5733354091644287,0.5424402356147766,0.33149006962776184,0.5693346858024597,0.3393948972225189,0.5741544961929321,0.3363860249519348,0.5863382816314697,0.32374051213264465,0.5717355012893677,0.297655314207077,0.5408278703689575,0.3056347966194153,0.5203949213027954,0.2772507965564728,0.5651053190231323,0.3004613518714905,0.578957736492157,0.29119130969047546,0.5792606472969055,0.29899314045906067,0.5945230722427368,0.3281606435775757,0.5819090604782104,0.33615753054618835,3240.7360085084547,1791.8486361690357,5997.995298271937,3170.9211601178936,2520.1617978795075,797.9364699178205,0.3763840024834437,0.29472806226755904,0.04853229597210884,0.06273960322141647,382.75530781227405,580.3228330696968,3.5035374149659866,161.4990234375
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-02-01.wav,0,calm,calm_description,-432.9299621582031,196.15867614746094,68.6985855102539,75.41608428955078,1.1003668308258057,22.91301918029785,13.685940742492676,19.570844650268555,8.338750839233398,15.341245651245117,2.0671205520629883,11.685598373413086,-0.6167902946472168,9.485641479492188,-5.732325077056885,13.256088256835938,-7.861324787139893,13.27160930633545,-4.411919116973877,9.73405933380127,1.0114725828170776,10.683794021606445,-1.7058650255203247,7.825832843780518,1.5934338569641113,7.857129096984863,0.004228922538459301,16.436182022094727,0.0063194273971021175,9.117900848388672,0.006709801498800516,4.692451000213623,0.005967737641185522,3.037221670150757,0.0036754861939698458,2.958463430404663,0.0007333278772421181,2.244668483734131,-0.0014414851320907474,1.7883130311965942,-0.0022213745396584272,2.141030788421631,-0.002252445323392749,1.8979829549789429,-0.002695159986615181,1.613293170928955,-0.004068981856107712,2.3098161220550537,-0.005848503205925226,1.3655527830123901,-0.007094993721693754,1.4437243938446045,0.5277180075645447,0.3145308494567871,0.542032778263092,0.31744006276130676,0.5665835738182068,0.3412865996360779,0.556832492351532,0.33025428652763367,0.5307764410972595,0.2757563889026642,0.5167057514190674,0.2860504388809204,0.5171040892601013,0.3086257874965668,0.5691885352134705,0.3332304060459137,0.5940468311309814,0.2963549494743347,0.6205876469612122,0.2916082441806793,0.6032230854034424,0.27769097685813904,0.6073698997497559,0.3265635669231415,3093.2787674110136,1682.017907302419,5886.7470703125,3111.5398244111425,2561.4496302715015,807.4206803345319,0.4008072916666667,0.3139170112577592,0.03988165780901909,0.05407560616731644,252.5343369363248,426.5685573396051,3.47015873015873,103.359375
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-01-01.wav,0,calm,calm_description,-394.94989013671875,190.54307556152344,70.53291320800781,71.59931945800781,4.225180149078369,20.327415466308594,13.86650276184082,21.24045753479004,9.276525497436523,19.03284454345703,1.8420299291610718,11.79494857788086,-3.7091064453125,12.667123794555664,-2.884507417678833,9.233494758605957,-6.332502841949463,10.060333251953125,-4.483914852142334,10.10862922668457,2.006490707397461,10.030537605285645,-0.02967515029013157,7.4691362380981445,-0.17859038710594177,6.9173407554626465,0.020366286858916283,15.29914379119873,0.02798476256430149,7.263946056365967,0.025952737778425217,4.712278842926025,0.023492908105254173,3.1097469329833984,0.02097560092806816,3.8696649074554443,0.018311787396669388,2.4692769050598145,0.015591871924698353,2.216540575027466,0.013401716947555542,1.4263750314712524,0.0123294647783041,1.4231635332107544,0.012354040518403053,1.743910312652588,0.012949776835739613,2.113813877105713,0.01371968537569046,1.2650909423828125,0.014671744778752327,1.226678490638733,0.5201422572135925,0.3199954926967621,0.5734182596206665,0.3301731050014496,0.5899194478988647,0.30864036083221436,0.6024057269096375,0.33970627188682556,0.6096545457839966,0.30028098821640015,0.6122041344642639,0.2715267837047577,0.6290498375892639,0.261688768863678,0.6847226023674011,0.24908950924873352,0.5989370346069336,0.2584340274333954,0.5249271392822266,0.2856418788433075,0.5634632110595703,0.30021291971206665,0.5661337971687317,0.29121866822242737,3168.728998855695,1775.8680469980518,5814.503173828125,3199.571238803593,2571.089191549232,744.629571855789,0.3154052734375,0.26671307254373494,0.047346264123916626,0.059411291033029556,334.0441731481545,528.2916347638173,3.703718820861678,117.45383522727273
data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-02-01.wav,0,calm,calm_description,-376.75042724609375,173.38406372070312,67.33959197998047,72.6961898803711,-0.44955143332481384,21.2421932220459,11.88434886932373,18.541894912719727,6.899115085601807,18.339189529418945,0.5723890066146851,13.525476455688477,-4.550375938415527,13.627182960510254,-6.025094032287598,10.029312133789062,-7.934865474700928,11.336018562316895,-4.872441291809082,10.258248329162598,2.6747524738311768,11.372945785522461,-1.4644695520401,8.54345989227295,-1.1086304187774658,7.043978691101074,-3.52804363501491e-07,13.99893856048584,8.820109087537276e-08,9.541150093078613,3.3075409078264784e-08,4.733954429626465,1.1025136359421595e-08,3.366609573364258,1.1025136359421595e-08,3.8538708686828613,-1.6537704539132392e-08,2.6674389839172363,-2.7562840898553986e-09,2.638631582260132,-5.512568179710797e-09,1.801986813545227,8.268852269566196e-09,1.7967833280563354,2.7562840898553986e-09,1.7214411497116089,1.1025136359421595e-08,2.138761281967163,2.7562840898553986e-09,1.5070422887802124,2.7562840898553986e-09,1.384748935699463,0.5599572658538818,0.30307748913764954,0.5563214421272278,0.3211526870727539,0.5331117510795593,0.30854496359825134,0.5993242263793945,0.3259356617927551,0.5606101751327515,0.29111447930336,0.5483918786048889,0.2811063826084137,0.5763974189758301,0.2685185968875885,0.6326718330383301,0.2678416967391968,0.6049470901489258,0.2784592807292938,0.5495414733886719,0.2948089838027954,0.5378871560096741,0.3013137876987457,0.5306466817855835,0.28917884826660156,3137.0632267124147,1725.0866632811812,5651.2833611813585,3103.1663106590104,2513.663202401518,710.480572099208,0.3429089143786127,0.2905392064678291,0.04231400042772293,0.05461167171597481,309.45666323135265,464.0093206849025,4.004036281179138,73.828125
